row_id,session_id,timestamp,src_ip,dst_port,country_code,user_agent,login_attempts_last_1h,failed_logins_last_24h,session_duration_sec,bytes_sent,bytes_received,num_requests_per_session,password_entropy,account_age_days,is_vpn,is_tor_exit_node,device_fingerprint_match,geo_velocity_kmph,new_device,captcha_triggered,login_hour,weekend_login,payload_anomaly_score,label
404,8cc65b79810040b0,30-09-2024 23:57,77.56.3.57,22,UA,Go-http-client/1.1,6,37,78,2856,662,212,2.68,41,0,1,0,3226.1,1,1,3,1,0.938,1
194,d397e0b542f7b468,08-06-2024 14:12,192.168.116.176,443,US,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,0,3,1102,8205,3223,33,5.34,1066,0,0,1,46.6,0,0,13,0,0.231,0
226,7e26378fdbc9f065,04-05-2024 00:10,172.180.128.2,80,CN,Go-http-client/1.1,6,17,64,2948,2062,165,2.39,36,1,1,0,4203.1,1,1,5,1,0.849,1
331,315c2c060c2c2912,05-08-2024 11:28,62.5.243.78,443,CA,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,1,0,1723,9223,54308,21,4.55,1587,0,0,1,44.1,0,0,9,0,0.211,0
432,991152ba80c1958f,19-09-2024 09:16,185.175.209.137,443,JP,Mozilla/5.0 (Android 13; Mobile) Chrome/119,2,4,3519,13064,68065,101,5.62,1313,0,0,0,104.9,0,1,15,0,0.263,0
69,9002a34abc147b63,07-03-2024 15:19,194.224.204.190,443,US,Mozilla/5.0 (Android 13; Mobile) Chrome/119,2,4,872,6120,49816,81,3.96,1619,0,0,1,77.3,1,1,18,0,0.167,0
423,e9cf0be4f4afde89,07-11-2024 00:01,172.9.119.85,80,BR,sqlmap/1.7,7,31,23,382,4739,10,2.68,39,0,0,0,9219.1,1,1,22,0,0.455,1
270,a3bee7bb10983473,05-10-2024 11:03,192.168.111.196,443,CA,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/537,2,0,2677,4834,43513,23,5.36,626,0,0,1,32.4,0,1,11,1,0.148,0
114,9e02b695987d7ee3,17-07-2024 03:54,77.213.189.21,443,RO,libwww-perl/6.72,2,10,18,1671,3607,390,1.39,46,0,1,0,1092.7,1,1,2,0,0.474,1
182,f35b14eb01747562,06-05-2024 02:49,103.168.2.161,8080,BR,Mozilla/5.0 (Android 13; Mobile) Chrome/119,5,20,64,1793,4415,7,1.55,17,0,1,1,5452.5,1,0,2,1,0.714,1
280,777c500d40235c0a,28-01-2024 11:12,45.45.90.157,443,AU,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,0,1,473,5306,47047,103,4.45,750,0,0,1,0.0,0,0,18,1,0.267,0
430,4813dcd7e130e666,18-09-2024 00:00,203.142.91.56,3389,RO,libwww-perl/6.72,23,10,26,1422,2548,95,1.69,54,1,0,0,1209.0,1,1,0,1,0.495,1
58,652766c3c5ef408c,08-05-2024 15:25,103.52.11.150,443,SG,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,1,0,157,12460,50528,10,4.69,527,0,0,1,23.8,0,0,19,0,0.247,0
347,61061d4d93ae52aa,04-06-2024 01:59,172.14.113.116,80,KP,Go-http-client/1.1,3,32,76,449,1128,311,1.81,34,0,1,0,5044.2,1,1,2,1,0.625,1
429,938d195eb58624ed,17-10-2024 18:11,194.200.62.90,443,NL,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2,2,737,7358,41640,88,4.04,899,0,0,1,24.9,0,1,10,0,0.161,0
218,077b26e708be4abb,02-05-2024 14:14,192.168.26.215,80,US,Mozilla/5.0 (Android 13; Mobile) Chrome/119,1,2,2781,14474,15922,62,4.57,1852,0,0,1,69.3,0,0,11,1,0.285,0
53,24f7fe1df1b4ead2,15-04-2024 20:02,192.168.41.6,443,GB,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/Safari,0,3,1053,12150,42094,8,4.19,1038,0,0,1,2.0,0,0,16,0,0.178,0
281,11bbf9078cbdf6ec,12-09-2024 02:31,114.33.57.227,8080,PK,Go-http-client/1.1,9,13,83,981,961,172,1.19,28,1,0,1,2550.0,1,0,5,1,0.576,1
55,a661653dc56a386f,10-10-2024 15:35,192.168.85.3,8443,AU,Mozilla/5.0 (Android 13; Mobile) Chrome/119,2,2,1009,5547,38253,100,4.05,1361,0,0,0,34.6,0,1,18,1,0.117,0
28,5b30f6bc6389d7e6,04-03-2024 10:57,194.253.75.224,443,NL,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/Safari,1,4,2582,2081,9999,16,4.09,664,0,0,1,80.5,0,0,9,0,0.13,0
232,7c94a57d14f9bded,09-12-2024 17:52,62.131.49.231,443,AU,Mozilla/5.0 (Android 13; Mobile) Chrome/119,0,1,412,2827,35019,17,5.52,169,0,0,1,91.6,0,0,9,0,0.14,0
131,482b3bbe8af6cafb,30-08-2024 22:51,185.16.150.194,80,RO,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,5,35,49,519,2560,464,2.86,48,1,0,0,7811.7,1,1,2,1,0.85,1
435,e3798620fbcf6520,20-06-2024 03:41,194.197.167.57,80,IN,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/Safari,2,4,2190,14634,57904,104,4.51,732,0,0,1,19.3,0,1,16,0,0.25,0
291,959cf18e106bbe23,09-09-2024 09:57,185.99.6.238,443,AU,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2,1,2512,5016,5142,24,5.15,1699,0,0,1,16.5,0,1,9,1,0.008,0
179,2990cac45ee0eefb,06-05-2024 03:04,172.246.100.12,443,NG,masscan/1.3,19,38,54,211,4316,135,2.63,59,0,0,0,7910.2,1,1,0,0,0.822,1
350,06305b500b8f4ffd,22-02-2024 19:45,192.168.143.41,443,IN,Mozilla/5.0 (Android 13; Mobile) Chrome/119,0,2,1733,12071,68971,55,5.97,1918,0,0,1,93.3,0,0,14,0,0.282,0
156,527d2d21ac6b7c73,25-08-2024 03:57,91.198.163.67,22,UA,sqlmap/1.7,6,43,34,1698,2748,12,2.38,16,1,0,0,4114.7,1,1,2,0,0.617,1
379,4ebdb97d592b8d89,18-12-2024 15:59,185.136.54.223,80,IN,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2,2,1624,14021,19916,118,3.58,277,0,0,1,90.3,0,1,9,0,0.181,0
127,7c17aff3c284de30,12-07-2024 06:30,77.100.29.236,80,GB,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/Safari,1,0,2678,1437,62233,89,5.84,348,0,0,1,77.9,0,0,12,0,0.201,0
223,c400c125b386683a,07-11-2024 05:13,91.187.246.42,443,NG,curl/7.88.1,1,42,64,1903,1084,2,1.43,51,0,1,0,9252.0,0,1,3,0,0.889,1
126,9d40b9389b4833ef,21-09-2024 08:23,114.234.105.158,8443,JP,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/537,0,4,1196,9937,52633,53,4.71,930,0,0,1,26.5,0,0,21,0,0.249,0
166,ae0d95bf8862d0a8,15-09-2024 23:48,172.181.93.32,8080,CN,Mozilla/5.0 (Android 13; Mobile) Chrome/119,3,28,78,2676,2527,258,2.27,53,1,0,0,6334.7,1,1,0,1,0.843,1
90,0ecc38cae01c12bb,14-11-2024 00:09,192.168.12.73,443,US,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/Safari,1,1,2030,5359,2057,111,5.98,1666,0,0,1,70.3,0,0,18,0,0.053,0
133,b3b4b658df0430ee,26-06-2024 11:09,192.168.158.81,443,DE,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/537,1,0,750,13051,40538,56,4.51,700,0,0,1,51.3,0,0,9,1,0.234,0
30,6fed4bb3801913de,25-07-2024 14:00,192.168.247.91,8443,AU,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,0,4,1129,9968,46300,18,4.51,238,1,0,1,56.3,1,0,15,0,0.045,0
122,4e2453111cde8707,06-08-2024 15:57,192.168.225.139,80,FR,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2,3,1712,11742,78911,93,5.76,496,0,0,1,100.5,0,1,13,0,0.168,0
66,fce47952af2171f9,20-06-2024 02:29,185.123.180.118,80,NG,curl/7.88.1,4,8,71,228,4885,11,1.48,58,1,0,0,10949.5,0,1,22,0,0.817,1
87,3772725f4f22b659,07-12-2024 04:47,62.0.224.216,80,BR,Nikto/2.1.6,8,10,31,2480,1367,171,2.82,1,0,0,0,6481.5,0,1,5,0,0.97,1
71,29ce98541b9248bf,01-12-2024 16:40,172.14.173.55,8443,FR,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/537,1,4,1699,13484,71465,44,5.52,805,0,0,0,73.1,0,0,7,1,0.282,0
75,26eb660b657641d1,01-03-2024 09:21,114.250.59.220,8443,NL,Mozilla/5.0 (Android 13; Mobile) Chrome/119,1,2,3171,964,26919,25,5.64,558,0,0,1,97.5,1,0,18,0,0.268,0
260,efa4501c1ee09a7b,08-06-2024 01:48,185.60.217.137,80,KP,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/Safari,22,18,24,2096,2591,164,2.39,50,1,0,1,7812.9,1,1,1,1,0.888,1
187,e4bb29e6e46275e4,10-09-2024 11:57,185.131.217.58,443,AU,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,1,0,516,4309,79831,55,5.86,1785,0,0,0,110.8,0,0,21,0,0.074,0
325,4556d437f2ef8151,16-01-2024 23:02,185.165.197.85,443,DE,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/Safari,1,3,1807,8576,35846,49,5.11,1446,0,0,1,33.3,0,0,14,0,0.116,0
310,4be6e3032e17df3f,27-11-2024 22:03,114.195.137.36,443,NG,python-requests/2.28.1,9,39,54,370,2760,303,2.43,12,0,0,0,9834.6,1,0,3,0,0.569,1
41,86a8dd35d2de3f1d,03-11-2024 15:21,192.168.226.226,80,SG,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/537,0,2,3411,9021,77283,30,5.53,1064,0,0,1,101.9,0,0,19,0,0.098,0
410,d3949d69683c330b,07-02-2024 23:57,192.168.220.207,443,DE,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2,1,3351,6369,79203,81,5.69,428,0,0,1,48.7,0,1,20,0,0.055,0
99,e41c098963b260e3,23-02-2024 03:48,185.1.200.75,80,RU,libwww-perl/6.72,4,32,56,497,4610,8,1.51,9,1,0,0,11377.9,1,0,23,0,0.796,1
135,ed3012ff40273774,10-03-2024 02:46,194.143.23.189,80,RO,Go-http-client/1.1,8,34,54,2101,2384,228,2.99,43,1,0,0,10067.7,1,0,1,0,0.417,1
343,9fe78fdd1c715ae5,01-07-2024 16:03,192.168.254.45,443,IN,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2,4,2583,14803,73339,11,5.01,698,0,0,1,104.7,0,1,7,0,0.064,0
382,35a07269b1dce7a3,27-03-2024 03:59,91.148.36.50,80,JP,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/537,1,4,2397,7019,23608,30,4.55,1020,0,0,1,60.9,0,0,15,1,0.156,0
192,de56d5507e0494bc,13-11-2024 08:34,185.206.99.142,443,DE,Mozilla/5.0 (Android 13; Mobile) Chrome/119,1,4,2995,8263,14880,25,5.9,263,0,0,1,6.3,0,0,7,0,0.129,0
421,fc990641388794db,29-03-2024 05:13,91.214.136.188,8080,BR,curl/7.88.1,3,26,29,497,2708,157,2.29,42,1,0,0,4972.2,1,1,2,0,0.51,1
301,aa193f210be546d7,28-07-2024 02:14,91.184.159.142,443,PK,Nikto/2.1.6,26,44,60,1374,4859,150,1.89,3,1,1,0,6144.8,1,1,2,0,0.545,1
169,f7649e43dca984ad,19-11-2024 16:05,172.129.43.130,8443,FR,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/537,1,2,2446,4513,58319,114,5.51,1310,0,0,1,59.6,0,0,12,1,0.183,0
349,fe9e70ef91831e71,25-09-2024 01:31,62.44.91.175,8080,PK,python-requests/2.28.1,1,13,55,2714,3274,283,2.24,4,1,0,0,424.5,1,0,1,1,0.696,1
215,a53e4d5df6c29392,02-04-2024 22:57,114.123.60.126,443,UA,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,6,49,17,2558,640,210,2.66,38,1,1,0,317.1,0,0,2,0,0.763,1
161,9680e00bf26ecd40,03-09-2024 12:33,203.31.233.125,443,FR,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/Safari,1,1,1159,1058,76146,63,5.23,539,0,0,1,77.0,0,0,20,1,0.08,0
262,e43d7390838c1a79,10-09-2024 09:55,172.40.209.203,443,DE,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/537,0,2,2661,13187,70175,49,4.57,1153,0,0,1,40.9,0,0,8,0,0.173,0
231,a1f3e26b993f5e4a,10-04-2024 08:08,91.1.93.6,443,SG,Mozilla/5.0 (Android 13; Mobile) Chrome/119,1,4,224,11589,20526,83,5.85,1966,0,0,1,8.3,0,0,21,0,0.08,0
228,e0cbe2b838041d67,14-12-2024 12:11,103.163.92.129,80,AU,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/537,1,3,460,13517,44698,58,5.24,889,1,0,1,43.5,0,0,11,1,0.03,0
210,2ad5ab55e2380092,29-08-2024 08:42,192.168.59.246,443,AU,Mozilla/5.0 (Android 13; Mobile) Chrome/119,0,3,927,2271,73189,96,4.01,1942,0,0,1,33.7,0,0,19,0,0.287,0
251,a6cd8c3fbbe08641,28-02-2024 20:42,192.168.191.27,443,IN,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/Safari,1,0,496,12332,43621,73,4.9,721,0,0,1,107.9,0,0,14,0,0.252,0
197,a151aa4c41395843,08-03-2024 18:24,192.168.86.60,443,JP,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,1,0,1717,13809,36773,35,4.62,1200,0,0,1,103.5,0,0,11,1,0.22,0
314,60995785e2c04dd7,15-04-2024 05:47,185.221.156.132,8080,UA,python-requests/2.28.1,9,8,22,2585,2550,6,1.16,16,1,1,0,1420.8,1,1,5,1,0.862,1
305,6c5d11ad9e943358,05-12-2024 11:58,192.168.69.121,443,NL,Mozilla/5.0 (Android 13; Mobile) Chrome/119,1,1,2012,13420,59891,90,5.83,1782,0,0,1,99.5,0,0,21,1,0.206,0
199,51a16eba0571398d,30-12-2024 05:42,114.242.230.78,3389,NG,masscan/1.3,5,16,18,689,3448,299,2.89,45,0,0,0,5882.7,1,1,4,1,0.949,1
250,f947842184b06118,04-12-2024 02:31,77.88.191.172,22,NG,curl/7.88.1,24,41,40,2090,4616,261,1.91,29,1,0,0,8275.2,1,0,4,1,0.442,1
383,dde3885db5f0cbde,11-12-2024 10:10,62.197.180.59,80,JP,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/Safari,2,3,2706,7656,29182,62,4.41,1887,0,0,1,108.3,0,1,15,0,0.2,0
146,bed15e63d076325b,17-12-2024 04:35,103.171.121.186,443,SG,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,0,0,340,7255,76136,76,5.21,92,0,0,1,59.1,1,0,19,0,0.243,0
380,25765db1ddc53553,18-11-2024 05:12,45.2.167.171,8080,BR,libwww-perl/6.72,2,37,40,1648,1201,458,2.38,29,0,0,0,11955.3,1,1,23,0,0.688,1
308,6dcf87a08ed12ebb,15-05-2024 16:11,192.168.158.27,80,NL,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,0,2,1192,6193,55858,37,5.5,1844,0,0,1,54.6,0,0,18,0,0.106,0
307,6e4ebbae5b5c6543,29-10-2024 00:58,77.66.191.124,22,RO,curl/7.88.1,8,19,55,2580,790,182,2.37,55,0,0,0,5907.4,1,1,4,1,0.729,1
97,c910f35dcd5cbbcc,27-05-2024 04:11,185.132.190.61,22,RO,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/Safari,2,20,15,1714,2196,11,2.12,51,0,1,0,3543.1,1,1,23,0,0.683,1
54,ada65c44051ebd51,09-05-2024 04:50,77.159.150.165,443,NG,libwww-perl/6.72,6,39,23,1435,2678,320,1.36,56,0,0,0,11147.9,1,1,23,0,0.624,1
95,1f6a643fc6fcce3a,01-05-2024 16:17,192.168.247.214,443,JP,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,1,0,2838,3471,66346,22,4.72,1381,0,0,1,86.4,0,0,12,0,0.183,0
2,db5d096573c87c5a,19-01-2024 08:41,192.168.53.101,443,SG,Mozilla/5.0 (Android 13; Mobile) Chrome/119,1,2,3478,6834,36956,17,3.89,1478,0,0,1,99.1,0,0,11,0,0.164,0
355,d57019491ef2b832,26-11-2024 09:29,103.125.94.250,443,NL,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,0,2,465,3947,52216,23,3.57,264,0,0,1,95.4,0,0,10,0,0.071,0
416,9ec3ce7d985d5968,11-09-2024 07:01,62.95.35.16,80,GB,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,1,3,658,4132,35964,110,6.0,113,0,0,1,66.4,0,0,10,1,0.059,0
249,d792e62979821981,19-04-2024 10:52,45.211.234.251,80,FR,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,0,3,704,11654,28697,15,5.67,926,0,0,1,25.9,0,0,19,0,0.284,0
20,97c5a828fd2a0c85,12-02-2024 17:01,194.174.19.164,443,SG,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2,3,1241,12026,3094,43,5.3,1564,0,0,1,12.0,0,1,19,0,0.258,0
328,0143b11a6a94aff9,16-08-2024 19:48,185.195.222.91,443,SG,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,1,2,2109,9755,12400,37,5.66,1721,0,0,0,96.5,0,0,7,1,0.095,0
170,97f368017f4952db,07-12-2024 00:32,62.112.38.38,443,IR,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,14,8,82,1009,3506,132,2.94,5,0,1,0,3215.3,0,0,3,1,0.655,1
268,70cb31c574c5d33d,04-03-2024 23:14,194.246.226.235,443,IN,Mozilla/5.0 (Android 13; Mobile) Chrome/119,0,4,1469,9590,27112,43,4.21,861,0,0,0,34.7,1,0,8,1,0.118,0
148,142866d9f2899ca0,14-08-2024 22:31,194.190.127.134,443,DE,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2,0,2756,4781,36027,67,4.01,1614,0,0,1,19.5,0,1,18,1,0.164,0
265,f8d8384f6bb7659e,29-01-2024 01:33,114.33.55.66,22,RO,sqlmap/1.7,2,18,78,2936,1656,483,2.57,1,1,0,0,789.1,1,0,3,1,0.77,1
160,eaf8aed7e6016d2b,29-06-2024 11:32,192.168.168.138,443,JP,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,1,3,919,5564,60873,69,3.94,91,0,0,1,75.0,0,0,16,0,0.208,0
47,a5069d97d72501ac,18-03-2024 01:12,103.220.84.49,8443,SG,Mozilla/5.0 (Android 13; Mobile) Chrome/119,2,4,1133,979,63165,57,4.88,1795,0,0,1,44.9,0,1,11,0,0.101,0
39,c1c1e2e22d381d0c,29-06-2024 04:16,194.253.170.85,8080,BR,python-requests/2.28.1,7,40,76,1691,2982,321,2.93,57,1,0,0,7680.6,0,1,1,0,0.99,1
427,5ff435df796b3057,10-08-2024 00:58,114.73.194.38,8080,KP,masscan/1.3,6,41,35,1561,2105,232,1.94,28,0,0,0,1903.6,1,1,0,1,0.902,1
180,22bcdef69bfcd9c4,02-11-2024 16:35,192.168.63.113,80,IN,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/537,2,3,2599,4388,36277,99,5.33,1701,0,0,0,56.6,0,1,13,1,0.071,0
396,7071fd1a5cb55c21,26-02-2024 03:55,91.138.48.220,443,SG,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/537,1,1,3546,5231,2888,83,3.69,113,0,0,1,47.0,0,0,11,0,0.075,0
440,9f8130d321ccb435,04-06-2024 05:56,77.231.223.237,80,GB,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,0,2,2165,3955,16988,39,3.87,671,0,0,1,11.5,0,0,14,0,0.263,0
426,e78e4f11b5f42106,18-02-2024 03:43,77.199.1.158,8080,CN,curl/7.88.1,3,14,66,560,2588,219,2.79,5,0,0,0,10044.5,1,1,22,0,0.522,1
189,aa7b53ef228f75f6,03-04-2024 04:40,185.208.148.98,22,NG,masscan/1.3,7,38,56,1805,4411,13,3.18,6,0,1,0,5628.0,1,1,4,1,0.439,1
319,5f30f265f6e07d0d,28-08-2024 20:30,192.168.252.70,8443,GB,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2,0,285,14223,36018,57,4.67,655,0,0,1,89.7,0,1,18,0,0.185,0
157,a1387d0c94fce93f,07-01-2024 05:34,192.168.234.87,8443,DE,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,1,2,1441,11293,11153,76,5.1,79,1,0,1,83.7,0,0,15,0,0.068,0
129,5856ed40abbdd991,11-12-2024 15:30,45.151.205.44,443,CA,Mozilla/5.0 (Android 13; Mobile) Chrome/119,0,2,2043,14289,59175,95,5.44,83,0,0,1,1.5,1,0,19,1,0.124,0
256,6dd3954da95ad563,21-09-2024 03:47,62.142.60.128,80,UA,sqlmap/1.7,2,40,7,288,519,162,2.92,29,1,0,0,10246.3,1,1,23,1,0.681,1
376,5a55c3de01f11f9e,21-12-2024 16:29,77.35.45.90,443,SG,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/537,0,3,159,12467,50655,90,4.15,1555,0,0,1,55.4,0,0,18,0,0.221,0
43,308b6200deb16ac7,21-12-2024 14:08,77.191.51.162,443,IN,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,1,1,639,7716,37187,21,5.84,470,0,0,1,116.3,0,0,19,0,0.179,0
36,e84cf31c4cf5bcc3,21-07-2024 01:59,62.246.54.81,22,IR,python-requests/2.28.1,8,22,41,1649,2386,1,2.36,6,1,0,0,1190.6,1,1,0,0,0.906,1
339,374dfcc9608ea5bd,04-12-2024 03:45,45.66.51.222,8080,KP,Mozilla/5.0 (Android 13; Mobile) Chrome/119,1,44,32,1299,2688,4,2.03,42,0,1,0,979.8,1,0,0,0,0.415,1
31,4faca6dca6f81638,08-12-2024 03:39,62.34.202.51,22,VN,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/Safari,3,25,88,2928,3175,60,1.73,0,1,1,0,3661.4,1,1,4,0,0.594,1
70,169be536c7c42779,13-01-2024 22:40,172.97.56.3,22,RU,Go-http-client/1.1,1,32,13,975,3887,347,1.46,30,0,0,1,992.9,0,1,23,1,0.837,1
377,e59c1322b2a85bce,24-08-2024 13:29,192.168.29.78,80,NL,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2,0,220,12576,29377,112,5.73,1061,0,0,1,14.3,0,1,17,1,0.027,0
360,ecc0c616fb867996,25-03-2024 23:57,172.152.78.197,80,SG,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2,1,2905,3093,52716,53,3.63,987,0,0,1,38.2,0,1,16,0,0.139,0
385,c591e86b2c5fe8a8,12-09-2024 21:56,192.168.36.179,8443,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,1,4,3266,14623,34651,13,4.26,1427,0,0,1,80.4,0,0,11,1,0.034,0
263,0831bc071f59808e,20-07-2024 01:45,45.63.183.106,3389,KP,libwww-perl/6.72,2,45,20,1921,2742,247,1.82,59,1,1,0,1382.4,1,1,22,0,0.863,1
203,ad9933fd8da31579,24-07-2024 02:18,192.168.165.75,80,FR,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/537,2,0,2009,6206,32410,37,4.13,72,0,0,1,109.3,0,1,13,0,0.225,0
40,06112837f089d85b,10-08-2024 22:48,203.114.103.51,443,NG,sqlmap/1.7,6,26,49,1076,2857,6,2.79,55,1,0,0,7345.2,0,1,5,0,0.94,1
132,64d32a76d507c7da,14-07-2024 01:24,194.243.123.169,80,VN,python-requests/2.28.1,9,22,13,1644,843,367,1.57,46,1,0,0,10925.9,1,1,22,1,0.927,1
106,5f7f0725c61f7503,10-05-2024 08:57,192.168.114.225,443,IN,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/Safari,2,1,2097,3570,67779,14,4.64,1502,1,0,1,39.5,0,1,11,0,0.121,0
164,eb5061376060e7b8,01-11-2024 22:13,114.238.219.119,3389,RU,python-requests/2.28.1,4,27,57,2559,4635,100,1.15,32,0,0,0,11743.5,1,0,5,0,0.729,1
56,92e7a48171bd53c4,06-05-2024 02:54,103.60.215.60,8080,RU,Go-http-client/1.1,9,43,39,943,3262,389,1.58,40,1,0,0,2759.8,0,1,5,0,0.863,1
288,480e927ac838c4db,30-04-2024 01:34,45.180.14.176,8080,PK,libwww-perl/6.72,8,45,62,877,1884,143,1.84,14,1,0,0,1505.7,1,0,23,1,0.662,1
0,0d568a208c920525,25-12-2024 04:19,172.129.40.167,80,UA,libwww-perl/6.72,6,48,5,1761,4301,2,2.34,3,1,0,0,11669.9,0,0,3,0,0.953,1
13,3dd84073038f2f22,05-06-2024 17:52,192.168.118.12,443,GB,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,1,4,2022,8224,25277,35,5.93,1104,0,0,0,11.0,0,0,20,1,0.118,0
222,84b29b0d28668b27,25-04-2024 04:53,62.161.191.248,22,RU,curl/7.88.1,9,23,33,2224,4721,226,1.2,51,1,1,0,2965.2,1,0,22,0,0.78,1
130,29c81cbdc1706a99,17-05-2024 09:23,77.17.83.228,80,NL,Mozilla/5.0 (Android 13; Mobile) Chrome/119,0,1,2549,2084,47665,89,5.46,261,0,0,1,19.2,0,0,19,0,0.259,0
309,3b02484d64bac6c1,18-07-2024 15:05,45.9.106.73,443,DE,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,1,1,3174,6754,19565,52,4.14,892,0,0,1,99.5,0,0,10,0,0.029,0
171,d5b88cc331470716,18-04-2024 00:12,185.204.93.105,80,CN,Go-http-client/1.1,5,7,54,2681,880,5,1.98,0,1,0,1,3621.6,1,0,23,1,0.768,1
74,d7518e610dae1f48,07-09-2024 23:42,203.93.107.222,443,RU,masscan/1.3,8,25,82,1211,4565,78,2.07,40,0,0,0,1800.8,0,1,22,0,0.898,1
1,a52398a4744c07b5,30-01-2024 01:21,91.40.64.221,443,CN,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/537,18,27,82,2975,4664,481,1.49,20,0,1,0,6598.3,1,1,1,0,0.416,1
175,9d4d9bd4cb8d2722,14-11-2024 02:44,172.75.22.135,8080,BR,Go-http-client/1.1,5,49,83,1209,3453,386,3.14,35,0,0,0,9465.6,1,0,22,1,0.518,1
100,63797edf6a681d35,03-05-2024 04:27,194.243.95.32,22,IR,libwww-perl/6.72,1,42,49,1976,1022,199,2.77,28,0,0,0,9331.2,1,1,2,1,0.651,1
295,be94f4ad286dab42,08-08-2024 09:56,192.168.220.87,443,JP,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/Safari,0,0,2182,5669,64654,65,5.28,1425,0,0,1,33.8,0,0,14,0,0.215,0
149,087b2de437367014,03-07-2024 23:34,62.200.75.56,22,RO,Nikto/2.1.6,4,26,20,2306,2757,493,2.26,8,1,0,0,1038.8,1,0,23,0,0.937,1
366,35e35eaacdb1bfd8,17-05-2024 03:13,203.105.190.24,443,VN,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,23,28,11,2923,366,410,1.71,36,1,1,0,7062.5,1,1,4,0,0.637,1
